Order ID,Category,Platform,Quantity Sold,Selling Price,Date of Sale,Delivery Status,Delivery State
AMA-582825,Books,Amazon,6,152.69,2036-03-17,Cancelled,State-29
AMA-234858,Books,Amazon,3,383.03,2036-03-18,Delivered,State-11
AMA-127269,Electronics,Amazon,2,376.05,2036-03-19,Cancelled,State-11
AMA-261218,Fashion,Amazon,6,645.39,2036-03-20,Delivered,State-2
AMA-101586,Books,Amazon,6,691.05,2036-03-21,Delivered,State-28
AMA-262817,Electronics,Amazon,5,102.55,2036-03-22,Delivered,State-8
AMA-611941,Books,Amazon,8,561.73,2036-03-23,Delivered,State-20
AMA-127777,Accessories,Amazon,4,332.02,2036-03-24,In Transit,State-2
AMA-999120,Electronics,Amazon,4,895.39,2036-03-25,In Transit,State-10
AMA-660549,Electronics,Amazon,8,483.32,2036-03-26,Cancelled,State-18
AMA-406269,Accessories,Amazon,9,582.54,2036-03-27,Delivered,State-5
AMA-225496,Accessories,Amazon,3,215.48,2036-03-28,Cancelled,State-10
AMA-645628,Electronics,Amazon,9,425.54,2036-03-29,In Transit,State-11
AMA-333512,Books,Amazon,10,904.19,2036-03-30,Cancelled,State-21
AMA-899475,Accessories,Amazon,7,818.55,2036-03-31,Cancelled,State-17
AMA-260693,Electronics,Amazon,7,953.14,2036-04-01,In Transit,State-27
AMA-345864,Books,Amazon,1,724.82,2036-04-02,Delivered,State-27
AMA-560052,Accessories,Amazon,7,760.52,2036-04-03,In Transit,State-26
AMA-111219,Electronics,Amazon,10,392.41,2036-04-04,Delivered,State-19
AMA-862519,Electronics,Amazon,1,316.60,2036-04-05,Delivered,State-13
AMA-618242,Electronics,Amazon,7,459.74,2036-04-06,Delivered,State-11
AMA-787758,Books,Amazon,7,534.71,2036-04-07,Cancelled,State-4
AMA-260523,Electronics,Amazon,7,874.94,2036-04-08,In Transit,State-30
AMA-270828,Electronics,Amazon,5,903.74,2036-04-09,Delivered,State-26
AMA-158110,Accessories,Amazon,10,792.97,2036-04-10,Delivered,State-5
AMA-120331,Books,Amazon,4,610.04,2036-04-11,Delivered,State-9
AMA-771268,Accessories,Amazon,5,971.59,2036-04-12,In Transit,State-16
AMA-316788,Accessories,Amazon,4,946.22,2036-04-13,Cancelled,State-7
AMA-213432,Electronics,Amazon,9,550.84,2036-04-14,In Transit,State-1
AMA-690438,Electronics,Amazon,1,663.82,2036-04-15,Cancelled,State-16
AMA-295369,Fashion,Amazon,9,772.97,2036-04-16,Delivered,State-23
AMA-525459,Accessories,Amazon,4,772.56,2036-04-17,Delivered,State-16
AMA-639719,Fashion,Amazon,1,771.19,2036-04-19,Delivered,State-2
AMA-991279,Electronics,Amazon,4,155.59,2036-04-20,Delivered,State-25
AMA-841430,Books,Amazon,6,501.79,2036-04-21,In Transit,State-30
AMA-214848,Fashion,Amazon,5,222.83,2036-04-22,Cancelled,State-2
AMA-878114,Books,Amazon,1,650.28,2036-04-23,Delivered,State-9
AMA-766403,Fashion,Amazon,5,290.38,2036-04-24,In Transit,State-1
AMA-333071,Books,Amazon,5,903.93,2036-04-25,In Transit,State-22
AMA-664631,Electronics,Amazon,3,584.32,2036-04-26,Cancelled,State-1
AMA-762122,Books,Amazon,3,597.94,2036-04-27,Delivered,State-5
AMA-880477,Fashion,Amazon,7,693.62,2036-04-28,Cancelled,State-9
AMA-704329,Fashion,Amazon,8,158.39,2036-04-29,Delivered,State-8
AMA-810212,Electronics,Amazon,4,476.82,2036-04-30,Delivered,State-10
AMA-697888,Electronics,Amazon,6,205.20,2036-05-01,Delivered,State-25
AMA-224002,Accessories,Amazon,7,817.38,2036-05-02,Delivered,State-3
AMA-458555,Electronics,Amazon,5,133.07,2036-05-03,Delivered,State-24
AMA-940336,Electronics,Amazon,1,118.12,2036-05-04,In Transit,State-12
AMA-692710,Books,Amazon,7,210.03,2036-05-05,Cancelled,State-1
AMA-220120,Accessories,Amazon,7,813.21,2036-05-06,In Transit,State-7
AMA-692741,Books,Amazon,7,503.95,2036-05-07,Cancelled,State-10
AMA-804687,Fashion,Amazon,3,872.38,2036-05-08,Cancelled,State-12
AMA-972164,Fashion,Amazon,10,813.94,2036-05-09,Delivered,State-29
AMA-658989,Electronics,Amazon,1,246.23,2036-05-10,In Transit,State-1
AMA-150034,Accessories,Amazon,10,909.83,2036-05-11,Cancelled,State-9
AMA-667213,Books,Amazon,8,106.35,2036-05-12,Delivered,State-4
AMA-516749,Accessories,Amazon,3,776.53,2036-05-13,In Transit,State-15
AMA-275848,Accessories,Amazon,8,267.33,2036-05-14,In Transit,State-26
AMA-836776,Electronics,Amazon,7,299.56,2036-05-15,In Transit,State-24
AMA-133342,Fashion,Amazon,8,876.05,2036-05-16,Delivered,State-28
AMA-505536,Fashion,Amazon,8,766.78,2036-05-17,Delivered,State-16
AMA-709275,Electronics,Amazon,5,189.69,2036-05-18,In Transit,State-16
AMA-404195,Books,Amazon,3,808.19,2036-05-19,Delivered,State-28
AMA-709299,Fashion,Amazon,10,510.59,2036-05-20,Delivered,State-3
AMA-599206,Fashion,Amazon,2,676.82,2036-05-21,Delivered,State-27
AMA-337676,Books,Amazon,8,604.24,2036-05-22,Delivered,State-1
AMA-473708,Books,Amazon,8,690.31,2036-05-23,In Transit,State-1
AMA-592207,Books,Amazon,2,240.70,2036-05-24,Cancelled,State-11
AMA-825895,Accessories,Amazon,6,997.84,2036-05-25,In Transit,State-1
AMA-663521,Electronics,Amazon,9,790.43,2036-05-26,Delivered,State-16
AMA-176800,Books,Amazon,3,293.16,2036-05-27,In Transit,State-27
AMA-476596,Accessories,Amazon,1,377.39,2036-05-28,In Transit,State-6
AMA-841974,Electronics,Amazon,6,976.00,2036-05-29,In Transit,State-19
AMA-405209,Electronics,Amazon,4,400.40,2036-05-30,Delivered,State-5
AMA-245161,Fashion,Amazon,6,189.60,2036-05-31,Delivered,State-9
AMA-699520,Electronics,Amazon,2,420.78,2036-06-01,In Transit,State-10
AMA-941634,Books,Amazon,5,919.88,2036-06-02,In Transit,State-12
AMA-654964,Books,Amazon,4,744.56,2036-06-03,Cancelled,State-7
AMA-505299,Books,Amazon,3,679.75,2036-06-04,Cancelled,State-21
AMA-636091,Fashion,Amazon,6,123.62,2036-06-05,Delivered,State-2
AMA-846178,Fashion,Amazon,10,284.23,2036-06-06,Delivered,State-5
AMA-943804,Books,Amazon,8,586.82,2036-06-07,Cancelled,State-15
AMA-851892,Electronics,Amazon,9,520.53,2036-06-08,Cancelled,State-30
AMA-768583,Books,Amazon,6,773.42,2036-06-09,Delivered,State-30
AMA-651502,Fashion,Amazon,2,739.44,2036-06-10,Cancelled,State-29
AMA-293014,Accessories,Amazon,3,242.42,2036-06-11,Cancelled,State-2
AMA-295392,Electronics,Amazon,5,459.01,2036-06-12,In Transit,State-9
AMA-577020,Accessories,Amazon,2,856.80,2036-06-13,Cancelled,State-5
AMA-954416,Electronics,Amazon,3,969.86,2036-06-14,In Transit,State-18
AMA-879615,Fashion,Amazon,8,783.60,2036-06-15,Cancelled,State-18
AMA-889345,Accessories,Amazon,1,659.76,2036-06-16,Cancelled,State-17
AMA-624670,Books,Amazon,9,964.97,2036-06-17,Delivered,State-24
AMA-743760,Accessories,Amazon,10,847.33,2036-06-18,Cancelled,State-14
AMA-417885,Accessories,Amazon,6,804.89,2036-06-19,Delivered,State-11
AMA-321034,Fashion,Amazon,8,625.04,2036-06-20,Cancelled,State-4
AMA-349882,Books,Amazon,6,547.54,2036-06-21,Cancelled,State-26
AMA-236020,Electronics,Amazon,9,875.15,2036-06-22,Cancelled,State-8
AMA-126630,Fashion,Amazon,1,395.84,2036-06-23,Delivered,State-11
AMA-864494,Books,Amazon,6,193.91,2036-06-24,Delivered,State-8
AMA-579585,Accessories,Amazon,3,944.63,2036-06-25,Delivered,State-21
AMA-587868,Electronics,Amazon,9,244.52,2036-06-26,Cancelled,State-19
AMA-562594,Books,Amazon,10,926.10,2036-06-27,Delivered,State-4
AMA-482325,Electronics,Amazon,1,188.42,2036-06-28,Cancelled,State-8
AMA-397071,Electronics,Amazon,4,677.75,2036-06-29,In Transit,State-8
AMA-639873,Accessories,Amazon,6,100.47,2036-06-30,Cancelled,State-23
AMA-387549,Electronics,Amazon,1,778.31,2036-07-01,Cancelled,State-25
AMA-880929,Electronics,Amazon,6,668.98,2036-07-02,In Transit,State-23
AMA-815161,Fashion,Amazon,10,503.93,2036-07-03,Delivered,State-25
AMA-854697,Books,Amazon,2,383.65,2036-07-04,Delivered,State-18
AMA-406622,Accessories,Amazon,3,485.37,2036-07-05,In Transit,State-18
AMA-337589,Books,Amazon,1,213.20,2036-07-06,In Transit,State-12
AMA-147413,Fashion,Amazon,1,761.72,2036-07-07,In Transit,State-12
AMA-698312,Accessories,Amazon,2,561.94,2036-07-08,Cancelled,State-2
AMA-825956,Fashion,Amazon,6,574.33,2036-07-09,Cancelled,State-3
AMA-920349,Books,Amazon,3,606.57,2036-07-10,Delivered,State-22
AMA-156130,Books,Amazon,1,937.52,2036-07-11,Cancelled,State-24
AMA-560465,Books,Amazon,2,785.16,2036-07-12,Delivered,State-7
AMA-348874,Electronics,Amazon,9,649.76,2036-07-13,In Transit,State-14
AMA-692563,Electronics,Amazon,10,283.37,2036-07-14,In Transit,State-24
AMA-236135,Accessories,Amazon,8,858.57,2036-07-15,In Transit,State-2
AMA-782994,Electronics,Amazon,10,889.22,2036-07-16,Delivered,State-2
AMA-521206,Accessories,Amazon,2,151.33,2036-07-17,In Transit,State-29
AMA-431055,Accessories,Amazon,6,869.74,2036-07-18,Delivered,State-24
AMA-146701,Electronics,Amazon,2,132.67,2036-07-19,Delivered,State-2
AMA-638673,Fashion,Amazon,10,684.81,2036-07-20,In Transit,State-26
AMA-820697,Fashion,Amazon,2,252.34,2036-07-21,In Transit,State-24
AMA-998767,Electronics,Amazon,10,512.36,2036-07-22,In Transit,State-14
AMA-236573,Accessories,Amazon,8,558.56,2036-07-23,Delivered,State-16
AMA-934984,Books,Amazon,9,809.98,2036-07-24,Cancelled,State-20
AMA-664965,Electronics,Amazon,9,850.69,2036-07-25,Delivered,State-13
AMA-624462,Books,Amazon,4,974.07,2036-07-26,Cancelled,State-7
AMA-131634,Accessories,Amazon,2,269.86,2036-07-27,Delivered,State-16
AMA-493017,Accessories,Amazon,2,420.15,2036-07-28,Delivered,State-11
AMA-158382,Books,Amazon,5,434.71,2036-07-29,Delivered,State-7
AMA-684271,Electronics,Amazon,8,179.41,2036-07-30,Delivered,State-16
AMA-287212,Books,Amazon,9,864.65,2036-07-31,In Transit,State-12
AMA-618434,Fashion,Amazon,9,951.87,2036-08-01,Delivered,State-1
AMA-593624,Books,Amazon,5,113.34,2036-08-02,Cancelled,State-7
AMA-223329,Books,Amazon,4,996.02,2036-08-03,Delivered,State-26
AMA-526550,Electronics,Amazon,4,996.99,2036-08-04,Cancelled,State-2
AMA-972298,Accessories,Amazon,3,556.32,2036-08-05,In Transit,State-19
AMA-618536,Accessories,Amazon,1,536.66,2036-08-06,Delivered,State-27
AMA-913519,Fashion,Amazon,2,259.83,2036-08-07,Delivered,State-11
AMA-604533,Fashion,Amazon,6,686.62,2036-08-08,In Transit,State-7
AMA-970304,Accessories,Amazon,3,906.65,2036-08-09,Delivered,State-20
AMA-395314,Electronics,Amazon,7,412.22,2036-08-10,Cancelled,State-20
AMA-202868,Accessories,Amazon,7,495.41,2036-08-11,In Transit,State-1
AMA-553101,Books,Amazon,8,266.56,2036-08-12,In Transit,State-27
AMA-344721,Fashion,Amazon,3,510.44,2036-08-13,In Transit,State-3
AMA-174374,Electronics,Amazon,6,948.75,2036-08-14,Delivered,State-6
AMA-724923,Accessories,Amazon,10,912.10,2036-08-15,In Transit,State-3
AMA-401873,Fashion,Amazon,6,307.07,2036-08-16,Cancelled,State-25
AMA-916347,Books,Amazon,4,487.45,2036-08-17,In Transit,State-3
AMA-795270,Electronics,Amazon,2,279.35,2036-08-18,Delivered,State-11
AMA-268453,Electronics,Amazon,9,727.13,2036-08-19,In Transit,State-16
AMA-741231,Electronics,Amazon,10,772.90,2036-08-20,In Transit,State-16
AMA-520786,Books,Amazon,6,807.62,2036-08-21,In Transit,State-17
AMA-610980,Electronics,Amazon,4,739.90,2036-08-22,Delivered,State-24
AMA-650789,Fashion,Amazon,7,340.49,2036-08-23,Delivered,State-10
AMA-962288,Books,Amazon,1,879.57,2036-08-24,In Transit,State-17
AMA-361381,Accessories,Amazon,8,490.29,2036-08-25,Cancelled,State-4
AMA-473142,Fashion,Amazon,5,999.17,2036-08-26,Delivered,State-7
AMA-773600,Books,Amazon,7,329.28,2036-08-27,Cancelled,State-4
AMA-877385,Books,Amazon,8,140.55,2036-08-28,In Transit,State-10
AMA-950773,Books,Amazon,3,722.45,2036-08-29,In Transit,State-9
AMA-809106,Electronics,Amazon,1,613.77,2036-08-30,In Transit,State-21
AMA-593972,Electronics,Amazon,3,628.89,2036-08-31,Delivered,State-1
AMA-613043,Fashion,Amazon,1,328.76,2036-09-01,Cancelled,State-21
AMA-160740,Accessories,Amazon,8,333.65,2036-09-02,Cancelled,State-6
AMA-382435,Electronics,Amazon,5,892.68,2036-09-03,Delivered,State-3
AMA-722713,Electronics,Amazon,7,519.96,2036-09-04,Delivered,State-22
AMA-553668,Books,Amazon,8,864.79,2036-09-05,Delivered,State-3
AMA-883400,Books,Amazon,6,994.90,2036-09-06,Cancelled,State-22
AMA-828678,Books,Amazon,2,825.96,2036-09-07,Cancelled,State-18
AMA-365743,Electronics,Amazon,6,282.91,2036-09-08,Cancelled,State-8
AMA-323013,Electronics,Amazon,6,970.84,2036-09-09,In Transit,State-19
AMA-833184,Electronics,Amazon,9,204.15,2036-09-10,Delivered,State-20
AMA-813911,Accessories,Amazon,2,842.87,2036-09-11,Delivered,State-15
AMA-648983,Electronics,Amazon,6,367.20,2036-09-12,Cancelled,State-22
AMA-660649,Books,Amazon,10,729.66,2036-09-13,Cancelled,State-16
AMA-910398,Fashion,Amazon,4,663.74,2036-09-14,In Transit,State-21
AMA-466759,Books,Amazon,3,825.88,2036-09-15,Delivered,State-27
AMA-902298,Books,Amazon,7,487.33,2036-09-16,Cancelled,State-29
AMA-358994,Accessories,Amazon,8,634.17,2036-09-17,In Transit,State-22
AMA-744089,Books,Amazon,5,935.86,2036-09-18,Delivered,State-17
AMA-893602,Fashion,Amazon,5,161.15,2036-09-19,In Transit,State-3
AMA-725018,Accessories,Amazon,5,394.43,2036-09-20,In Transit,State-7
AMA-794266,Fashion,Amazon,1,521.62,2036-09-21,Cancelled,State-17
AMA-427679,Electronics,Amazon,4,515.97,2036-09-22,Delivered,State-8
AMA-510609,Accessories,Amazon,8,378.42,2036-09-23,In Transit,State-13
AMA-317839,Fashion,Amazon,6,973.32,2036-09-24,In Transit,State-15
AMA-463692,Accessories,Amazon,2,885.42,2036-09-25,Cancelled,State-26
AMA-536299,Fashion,Amazon,5,573.81,2036-09-26,Delivered,State-25
AMA-436732,Fashion,Amazon,2,456.59,2036-09-27,Delivered,State-7
AMA-317951,Accessories,Amazon,3,835.41,2036-09-28,Delivered,State-15
AMA-994756,Books,Amazon,3,680.95,2036-09-29,Cancelled,State-15
AMA-722770,Books,Amazon,1,547.58,2036-09-30,Delivered,State-20
AMA-255954,Accessories,Amazon,4,972.49,2036-10-01,Delivered,State-11
AMA-708901,Fashion,Amazon,8,805.39,2036-10-02,In Transit,State-10
AMA-940392,Books,Amazon,1,551.66,2036-10-03,Delivered,State-7
AMA-787353,Electronics,Amazon,1,215.66,2036-10-04,In Transit,State-15
AMA-697691,Electronics,Amazon,4,588.98,2036-10-05,Cancelled,State-7
AMA-143414,Electronics,Amazon,2,484.67,2036-10-06,Delivered,State-11
AMA-621166,Fashion,Amazon,8,760.37,2036-10-07,Cancelled,State-19
AMA-838625,Fashion,Amazon,8,415.08,2036-10-08,Delivered,State-19
AMA-861308,Fashion,Amazon,9,403.29,2036-10-09,In Transit,State-19
AMA-470956,Electronics,Amazon,8,453.96,2036-10-10,Delivered,State-16
AMA-518931,Fashion,Amazon,6,903.81,2036-10-11,Delivered,State-20
AMA-533491,Electronics,Amazon,10,513.49,2036-10-12,Cancelled,State-23
AMA-335626,Accessories,Amazon,2,122.41,2036-10-13,In Transit,State-30
AMA-670024,Electronics,Amazon,2,865.51,2036-10-14,In Transit,State-5
AMA-213095,Electronics,Amazon,10,482.96,2036-10-15,In Transit,State-30
AMA-476341,Accessories,Amazon,5,160.00,2036-10-16,In Transit,State-4
AMA-437580,Books,Amazon,2,880.42,2036-10-17,Cancelled,State-4
AMA-843750,Books,Amazon,5,487.70,2036-10-18,Cancelled,State-19
AMA-556422,Accessories,Amazon,5,618.68,2036-10-19,Cancelled,State-1
AMA-444457,Electronics,Amazon,1,293.84,2036-10-20,Delivered,State-29
AMA-930124,Electronics,Amazon,6,545.67,2036-10-21,Cancelled,State-15
AMA-411955,Books,Amazon,2,571.50,2036-10-22,Cancelled,State-23
AMA-540975,Fashion,Amazon,10,802.88,2036-10-23,Delivered,State-2
AMA-779474,Accessories,Amazon,3,864.59,2036-10-24,In Transit,State-14
AMA-660886,Books,Amazon,8,794.87,2036-10-25,Delivered,State-6
AMA-290769,Accessories,Amazon,6,219.08,2036-10-26,Cancelled,State-10
AMA-568375,Electronics,Amazon,3,150.60,2036-10-27,In Transit,State-13
AMA-500130,Fashion,Amazon,7,913.21,2036-10-28,Cancelled,State-17
AMA-841749,Fashion,Amazon,4,137.42,2036-10-29,In Transit,State-2
AMA-823199,Fashion,Amazon,8,869.43,2036-10-30,In Transit,State-21
AMA-706240,Fashion,Amazon,4,731.37,2036-10-31,Cancelled,State-17
AMA-880349,Accessories,Amazon,8,988.35,2036-11-01,Cancelled,State-24
AMA-349910,Fashion,Amazon,7,815.90,2036-11-02,In Transit,State-26
AMA-892003,Electronics,Amazon,1,895.07,2036-11-03,In Transit,State-10
AMA-128097,Fashion,Amazon,7,290.38,2036-11-04,Delivered,State-2
AMA-518000,Fashion,Amazon,3,674.61,2036-11-05,Cancelled,State-29
AMA-146343,Electronics,Amazon,1,267.81,2036-11-06,Delivered,State-12
AMA-804339,Accessories,Amazon,5,277.55,2036-11-07,Delivered,State-18
AMA-166204,Accessories,Amazon,5,318.62,2036-11-08,Delivered,State-28
AMA-413161,Electronics,Amazon,10,979.73,2036-11-09,In Transit,State-25
AMA-588171,Books,Amazon,2,139.62,2036-11-10,Cancelled,State-1
AMA-392280,Fashion,Amazon,10,428.82,2036-11-11,Cancelled,State-18
AMA-704104,Accessories,Amazon,3,375.78,2036-11-12,In Transit,State-1
AMA-771598,Books,Amazon,2,973.46,2036-11-13,Delivered,State-24
AMA-807735,Accessories,Amazon,1,316.83,2036-11-14,In Transit,State-4
AMA-675807,Accessories,Amazon,1,877.77,2036-11-15,Cancelled,State-10
AMA-858703,Electronics,Amazon,2,808.76,2036-11-16,Cancelled,State-19
AMA-772239,Electronics,Amazon,9,543.30,2036-11-17,Delivered,State-16
AMA-506524,Electronics,Amazon,3,229.90,2036-11-18,In Transit,State-19
AMA-709286,Electronics,Amazon,10,207.75,2036-11-19,Delivered,State-4
AMA-103076,Fashion,Amazon,1,739.74,2036-11-20,Cancelled,State-14
AMA-103076,Fashion,Amazon,1,739.74,2036-11-20,Delivered,State-15
AMA-611495,Books,Amazon,8,287.39,2036-11-21,In Transit,State-27
AMA-285315,Fashion,Amazon,7,998.40,2036-11-22,In Transit,State-25
AMA-672380,Electronics,Amazon,6,482.33,2036-11-23,In Transit,State-12
AMA-790374,Books,Amazon,3,495.02,2036-11-24,In Transit,State-10
AMA-522690,Books,Amazon,10,433.85,2036-11-25,In Transit,State-8
AMA-805674,Books,Amazon,8,927.25,2036-11-26,Cancelled,State-15
AMA-844782,Books,Amazon,3,356.66,2036-11-27,Cancelled,State-22
AMA-392759,Electronics,Amazon,8,983.92,2036-11-28,Delivered,State-16
AMA-741123,Accessories,Amazon,7,168.62,2036-11-29,In Transit,State-14
AMA-542959,Accessories,Amazon,4,538.80,2036-11-30,Delivered,State-18
AMA-537236,Books,Amazon,8,755.14,2036-12-01,Delivered,State-26
AMA-936465,Books,Amazon,8,503.57,2036-12-02,Cancelled,State-27
AMA-343909,Electronics,Amazon,10,625.49,2036-12-03,Delivered,State-25
AMA-286182,Electronics,Amazon,2,593.85,2036-12-04,In Transit,State-8
AMA-241488,Electronics,Amazon,1,237.45,2036-12-05,In Transit,State-21
AMA-840331,Accessories,Amazon,8,233.45,2036-12-06,Delivered,State-6
AMA-505093,Fashion,Amazon,8,652.24,2036-12-07,In Transit,State-22
AMA-236981,Books,Amazon,2,160.83,2036-12-08,In Transit,State-22
AMA-512371,Electronics,Amazon,10,232.30,2036-12-09,Delivered,State-22
AMA-539856,Fashion,Amazon,9,939.38,2036-12-10,In Transit,State-26
AMA-209252,Fashion,Amazon,7,473.83,2036-12-11,In Transit,State-1
AMA-970382,Accessories,Amazon,5,897.90,2036-12-12,Cancelled,State-6
AMA-768739,Accessories,Amazon,9,459.68,2036-12-13,In Transit,State-5
AMA-750839,Fashion,Amazon,7,249.85,2036-12-14,Delivered,State-15
AMA-383218,Fashion,Amazon,9,905.51,2036-12-15,Cancelled,State-8
AMA-948328,Accessories,Amazon,6,899.22,2036-12-16,In Transit,State-24
AMA-382284,Accessories,Amazon,7,238.30,2036-12-17,In Transit,State-5
AMA-452752,Fashion,Amazon,4,596.28,2036-12-18,Cancelled,State-14
AMA-173514,Books,Amazon,6,557.19,2036-12-19,In Transit,State-7
AMA-222891,Books,Amazon,3,776.50,2036-12-20,Cancelled,State-17
AMA-507056,Accessories,Amazon,4,836.67,2036-12-21,Cancelled,State-4
AMA-200990,Accessories,Amazon,9,968.89,2036-12-22,Cancelled,State-13
AMA-548458,Books,Amazon,4,828.74,2036-12-23,Delivered,State-21
AMA-133777,Books,Amazon,7,419.01,2036-12-24,In Transit,State-2
AMA-448538,Accessories,Amazon,1,726.18,2036-12-25,Delivered,State-2
AMA-702936,Books,Amazon,6,230.62,2036-12-26,Cancelled,State-21
AMA-109365,Accessories,Amazon,9,577.80,2036-12-27,Cancelled,State-2
AMA-970308,Fashion,Amazon,6,702.95,2036-12-28,Delivered,State-10
AMA-481505,Books,Amazon,9,319.80,2036-12-29,Cancelled,State-6
AMA-845029,Books,Amazon,7,122.21,2036-12-30,Cancelled,State-3
AMA-221225,Books,Amazon,8,189.85,2036-12-31,Delivered,State-15
AMA-157204,Books,Amazon,9,941.01,2037-01-01,Delivered,State-26
AMA-951776,Electronics,Amazon,6,486.18,2037-01-02,In Transit,State-22
AMA-428550,Accessories,Amazon,3,476.72,2037-01-03,Cancelled,State-25
AMA-860925,Accessories,Amazon,5,571.71,2037-01-04,Cancelled,State-7
AMA-853210,Accessories,Amazon,3,679.29,2037-01-05,In Transit,State-9
AMA-186218,Accessories,Amazon,2,725.53,2037-01-06,Delivered,State-10
AMA-907338,Fashion,Amazon,7,255.63,2037-01-07,Cancelled,State-15
AMA-280758,Electronics,Amazon,7,686.74,2037-01-08,Delivered,State-9
AMA-677567,Accessories,Amazon,8,342.44,2037-01-09,Cancelled,State-18
AMA-358799,Electronics,Amazon,7,867.57,2037-01-10,Cancelled,State-24
AMA-324597,Books,Amazon,10,362.37,2037-01-11,In Transit,State-6
AMA-350270,Fashion,Amazon,5,878.12,2037-01-12,Delivered,State-25
AMA-854490,Electronics,Amazon,6,744.45,2037-01-13,Delivered,State-20
AMA-911779,Books,Amazon,6,803.10,2037-01-14,Delivered,State-28
AMA-361452,Electronics,Amazon,7,750.17,2037-01-15,Cancelled,State-10
AMA-624339,Accessories,Amazon,1,445.30,2037-01-16,In Transit,State-18
AMA-241699,Electronics,Amazon,6,478.32,2037-01-17,In Transit,State-15
AMA-342376,Fashion,Amazon,6,123.95,2037-01-18,Cancelled,State-3
AMA-968480,Books,Amazon,9,176.56,2037-01-19,Delivered,State-29
AMA-765126,Electronics,Amazon,4,534.98,2037-01-20,In Transit,State-24
AMA-181853,Accessories,Amazon,8,370.22,2037-01-21,In Transit,State-17
AMA-180884,Fashion,Amazon,3,605.70,2037-01-22,Cancelled,State-6
AMA-527318,Books,Amazon,1,777.36,2037-01-23,In Transit,State-12
AMA-386872,Electronics,Amazon,10,500.15,2037-01-24,In Transit,State-5
AMA-989124,Fashion,Amazon,3,339.77,2037-01-25,In Transit,State-20
AMA-945249,Fashion,Amazon,6,440.97,2037-01-26,In Transit,State-23
AMA-846498,Electronics,Amazon,1,928.77,2037-01-27,In Transit,State-23
AMA-593519,Accessories,Amazon,6,509.45,2037-01-28,In Transit,State-16
AMA-269056,Electronics,Amazon,2,864.08,2037-01-29,Cancelled,State-3
AMA-972331,Fashion,Amazon,7,791.44,2037-01-30,Cancelled,State-24
AMA-831687,Accessories,Amazon,3,559.76,2037-01-31,Delivered,State-30
AMA-651404,Books,Amazon,10,117.41,2037-02-01,Delivered,State-28
AMA-121210,Accessories,Amazon,6,332.96,2037-02-02,Cancelled,State-21
AMA-841680,Accessories,Amazon,2,903.92,2037-02-03,Cancelled,State-14
AMA-168370,Accessories,Amazon,10,110.32,2037-02-04,Cancelled,State-13
AMA-286987,Electronics,Amazon,7,284.61,2037-02-05,Cancelled,State-15
AMA-206974,Electronics,Amazon,1,626.05,2037-02-06,In Transit,State-15
AMA-196634,Electronics,Amazon,2,265.20,2037-02-07,Delivered,State-4
AMA-836558,Books,Amazon,2,387.64,2037-02-08,In Transit,State-3
AMA-548701,Books,Amazon,10,456.38,2037-02-09,In Transit,State-26
AMA-975704,Fashion,Amazon,6,117.40,2037-02-10,Cancelled,State-7
AMA-796887,Fashion,Amazon,10,547.60,2037-02-11,Cancelled,State-23
AMA-154635,Fashion,Amazon,6,611.91,2037-02-12,In Transit,State-18
AMA-524484,Accessories,Amazon,3,384.49,2037-02-13,In Transit,State-4
AMA-341706,Books,Amazon,6,422.27,2037-02-14,Delivered,State-9
AMA-378218,Accessories,Amazon,5,301.35,2037-02-15,In Transit,State-20
AMA-108533,Books,Amazon,2,558.84,2037-02-16,In Transit,State-19
AMA-567620,Accessories,Amazon,7,757.47,2037-02-17,Delivered,State-8
AMA-751459,Accessories,Amazon,9,958.96,2037-02-18,In Transit,State-1
AMA-203956,Accessories,Amazon,10,252.80,2037-02-19,Delivered,State-9
AMA-989457,Accessories,Amazon,4,580.60,2037-02-20,In Transit,State-20
AMA-511057,Fashion,Amazon,4,191.83,2037-02-21,In Transit,State-18
AMA-511057,Fashion,Amazon,4,191.83,2037-02-21,Cancelled,State-28
AMA-241272,Fashion,Amazon,7,461.50,2037-02-22,In Transit,State-2
AMA-446797,Electronics,Amazon,9,908.69,2037-02-23,Delivered,State-28
AMA-124916,Accessories,Amazon,5,693.59,2037-02-24,In Transit,State-21
AMA-115582,Accessories,Amazon,1,999.87,2037-02-25,Delivered,State-27
AMA-312010,Electronics,Amazon,2,708.44,2037-02-26,In Transit,State-17
AMA-883453,Accessories,Amazon,7,461.44,2037-02-27,Cancelled,State-25
AMA-925760,Accessories,Amazon,1,755.49,2037-02-28,In Transit,State-2
AMA-481036,Books,Amazon,2,368.71,2037-03-01,Delivered,State-9
AMA-933866,Accessories,Amazon,4,457.86,2037-03-02,In Transit,State-21
AMA-874215,Electronics,Amazon,3,677.30,2037-03-03,Delivered,State-30
AMA-232291,Electronics,Amazon,8,174.31,2037-03-04,In Transit,State-6
AMA-818592,Electronics,Amazon,1,946.04,2037-03-05,Cancelled,State-16
AMA-364028,Electronics,Amazon,2,107.64,2037-03-06,Cancelled,State-2
AMA-420940,Fashion,Amazon,3,623.93,2037-03-07,Delivered,State-2
AMA-662871,Electronics,Amazon,1,518.36,2037-03-08,Delivered,State-3
AMA-351173,Fashion,Amazon,7,771.53,2037-03-09,Delivered,State-30
